COD_BASE,COD_VER_EXEC,COD_CUBE,DATA_EXEC,CUBE_START_TIME,CUBE_END_TIME,SELECT_TIME,WRITE_TIME,TOTAL_TIME,TUPLAS_GRAVADAS,VALORES_GRAVADOS,REGISTROS_SELECIONADOS
2,1,0003,2024-01-03 00:00,2025-02-05 03:00:23,2025-02-05 03:01:06,25.67,17.11,42.78,863982,8639820,6321759
2,1,0000,2024-01-03 00:00,2025-02-05 02:59:45,2025-02-05 03:01:06,46.71,31.14,77.85,1247042,12470420,18965277
2,2,0001,2024-01-07 00:00,2025-02-05 03:01:07,2025-02-05 03:01:21,7.67,5.11,12.78,41028,410280,6334403
2,2,0002,2024-01-07 00:00,2025-02-05 03:01:21,2025-02-05 03:01:45,13.93,9.28,23.21,341915,3419150,6334403
2,2,0003,2024-01-07 00:00,2025-02-05 03:01:45,2025-02-05 03:02:33,28.26,18.84,47.10,863606,8636060,6334403
2,2,0000,2024-01-07 00:00,2025-02-05 03:01:07,2025-02-05 03:02:33,49.86,33.24,83.10,1246549,12465490,19003209
2,3,0001,2024-01-11 00:00,2025-02-05 03:02:34,2025-02-05 03:02:48,7.80,5.20,12.99,41026,410260,6347047
2,3,0002,2024-01-11 00:00,2025-02-05 03:02:48,2025-02-05 03:03:12,14.13,9.42,23.55,341766,3417660,6347047
2,3,0003,2024-01-11 00:00,2025-02-05 03:03:12,2025-02-05 03:04:07,32.42,21.61,54.03,863184,8631840,6347047
2,3,0000,2024-01-11 00:00,2025-02-05 03:02:34,2025-02-05 03:04:07,54.35,36.23,90.58,1245976,12459760,19041141
2,4,0001,2024-01-15 00:00,2025-02-05 03:04:08,2025-02-05 03:04:22,7.83,5.22,13.05,41023,410230,6359691
2,4,0002,2024-01-15 00:00,2025-02-05 03:04:22,2025-02-05 03:04:47,14.27,9.52,23.79,341648,3416480,6359691
2,4,0003,2024-01-15 00:00,2025-02-05 03:04:47,2025-02-05 03:05:50,37.05,24.70,61.75,862782,8627820,6359691
2,4,0000,2024-01-15 00:00,2025-02-05 03:04:08,2025-02-05 03:05:50,59.15,39.44,98.59,1245453,12454530,19079073
2,5,0001,2024-01-19 00:00,2025-02-05 03:05:52,2025-02-05 03:06:06,7.88,5.25,13.13,41013,410130,6372335
2,5,0002,2024-01-19 00:00,2025-02-05 03:06:06,2025-02-05 03:06:31,14.52,9.68,24.20,341514,3415140,6372335
2,5,0003,2024-01-19 00:00,2025-02-05 03:06:31,2025-02-05 03:07:39,40.33,26.89,67.21,862386,8623860,6372335
2,5,0000,2024-01-19 00:00,2025-02-05 03:05:52,2025-02-05 03:07:39,62.73,41.82,104.54,1244913,12449130,19117005
2,6,0001,2024-01-23 00:00,2025-02-05 03:07:40,2025-02-05 03:07:55,8.51,5.67,14.19,41008,410080,6384979
2,6,0002,2024-01-23 00:00,2025-02-05 03:07:55,2025-02-05 03:08:24,16.83,11.22,28.04,341383,3413830,6384979
2,6,0003,2024-01-23 00:00,2025-02-05 03:08:25,2025-02-05 03:09:40,44.45,29.63,74.09,861985,8619850,6384979
2,6,0000,2024-01-23 00:00,2025-02-05 03:07:40,2025-02-05 03:09:40,69.79,46.53,116.32,1244376,12443760,19154937
2,7,0001,2024-01-27 00:00,2025-02-05 03:09:41,2025-02-05 03:09:56,8.22,5.48,13.71,41000,410000,6397622
2,7,0002,2024-01-27 00:00,2025-02-05 03:09:56,2025-02-05 03:10:26,17.56,11.71,29.27,341260,3412600,6397622
2,7,0003,2024-01-27 00:00,2025-02-05 03:10:26,2025-02-05 03:11:44,45.90,30.60,76.50,861574,8615740,6397622
2,7,0000,2024-01-27 00:00,2025-02-05 03:09:41,2025-02-05 03:11:44,71.69,47.79,119.48,1243834,12438340,19192866
2,8,0001,2024-01-31 00:00,2025-02-05 03:11:45,2025-02-05 03:12:00,8.54,5.69,14.23,40991,409910,6410265
2,8,0002,2024-01-31 00:00,2025-02-05 03:12:00,2025-02-05 03:12:36,21.08,14.06,35.14,341141,3411410,6410265
2,8,0003,2024-01-31 00:00,2025-02-05 03:12:37,2025-02-05 03:13:58,48.11,32.07,80.18,861176,8611760,6410265
2,8,0000,2024-01-31 00:00,2025-02-05 03:11:45,2025-02-05 03:13:58,77.73,51.82,129.55,1243308,12433080,19230795
2,9,0001,2024-02-04 00:00,2025-02-05 03:13:59,2025-02-05 03:14:14,8.42,5.61,14.03,40987,409870,6422908
2,9,0002,2024-02-04 00:00,2025-02-05 03:14:15,2025-02-05 03:14:48,19.39,12.93,32.32,341023,3410230,6422908
2,9,0003,2024-02-04 00:00,2025-02-05 03:14:48,2025-02-05 03:16:18,53.55,35.70,89.24,860788,8607880,6422908
2,9,0000,2024-02-04 00:00,2025-02-05 03:13:59,2025-02-05 03:16:18,81.36,54.24,135.60,1242798,12427980,19268724
2,10,0001,2024-02-08 00:00,2025-02-05 03:16:20,2025-02-05 03:16:36,8.52,5.68,14.20,40978,409780,6435551
2,10,0002,2024-02-08 00:00,2025-02-05 03:16:36,2025-02-05 03:17:10,20.16,13.44,33.60,340919,3409190,6435551
2,10,0003,2024-02-08 00:00,2025-02-05 03:17:11,2025-02-05 03:18:36,50.76,33.84,84.61,860390,8603900,6435551
2,10,0000,2024-02-08 00:00,2025-02-05 03:16:20,2025-02-05 03:18:36,79.45,52.96,132.41,1242287,12422870,19306653
2,11,0001,2024-02-12 00:00,2025-02-05 03:18:37,2025-02-05 03:18:52,8.24,5.49,13.73,40973,409730,6448194
2,11,0002,2024-02-12 00:00,2025-02-05 03:18:52,2025-02-05 03:19:29,21.36,14.24,35.60,340805,3408050,6448194
2,11,0003,2024-02-12 00:00,2025-02-05 03:19:29,2025-02-05 03:21:00,54.13,36.09,90.22,859992,8599920,6448194
2,11,0000,2024-02-12 00:00,2025-02-05 03:18:37,2025-02-05 03:21:00,83.73,55.82,139.55,1241770,12417700,19344582
2,12,0001,2024-02-16 00:00,2025-02-05 03:21:02,2025-02-05 03:21:17,8.50,5.67,14.17,40965,409650,6460837
2,12,0002,2024-02-16 00:00,2025-02-05 03:21:17,2025-02-05 03:21:53,21.01,14.01,35.02,340696,3406960,6460837
2,12,0003,2024-02-16 00:00,2025-02-05 03:21:54,2025-02-05 03:23:26,54.37,36.25,90.62,859608,8596080,6460837
2,12,0000,2024-02-16 00:00,2025-02-05 03:21:02,2025-02-05 03:23:26,83.89,55.92,139.81,1241269,12412690,19382511
2,13,0001,2024-02-20 00:00,2025-02-05 03:23:28,2025-02-05 03:23:42,8.24,5.49,13.73,40960,409600,6473480
2,13,0002,2024-02-20 00:00,2025-02-05 03:23:42,2025-02-05 03:24:19,21.46,14.31,35.77,340588,3405880,6473480
2,13,0003,2024-02-20 00:00,2025-02-05 03:24:19,2025-02-05 03:25:57,58.44,38.96,97.40,859153,8591530,6473480
2,13,0000,2024-02-20 00:00,2025-02-05 03:23:28,2025-02-05 03:25:57,88.14,58.76,146.90,1240701,12407010,19420440
2,14,0001,2024-02-24 00:00,2025-02-05 03:25:59,2025-02-05 03:26:13,8.18,5.45,13.64,40952,409520,6486123
2,14,0002,2024-02-24 00:00,2025-02-05 03:26:13,2025-02-05 03:26:50,21.43,14.28,35.71,340457,3404570,6486123
2,14,0003,2024-02-24 00:00,2025-02-05 03:26:50,2025-02-05 03:28:35,62.35,41.57,103.91,858722,8587220,6486123
2,14,0000,2024-02-24 00:00,2025-02-05 03:25:59,2025-02-05 03:28:35,91.96,61.31,153.26,1240131,12401310,19458369
2,15,0001,2024-02-28 00:00,2025-02-05 03:28:37,2025-02-05 03:28:53,8.96,5.97,14.94,40946,409460,6498766
2,15,0002,2024-02-28 00:00,2025-02-05 03:28:53,2025-02-05 03:29:33,23.54,15.69,39.23,340335,3403350,6498766
2,15,0003,2024-02-28 00:00,2025-02-05 03:29:33,2025-02-05 03:31:29,69.19,46.13,115.32,858327,8583270,6498766
2,15,0000,2024-02-28 00:00,2025-02-05 03:28:37,2025-02-05 03:31:29,101.69,67.80,169.49,1239608,12396080,19496298
2,16,0001,2024-03-03 00:00,2025-02-05 03:31:31,2025-02-05 03:31:45,8.39,5.59,13.99,40942,409420,6511409
2,16,0002,2024-03-03 00:00,2025-02-05 03:31:45,2025-02-05 03:32:26,24.05,16.04,40.09,340196,3401960,6511409
2,16,0003,2024-03-03 00:00,2025-02-05 03:32:27,2025-02-05 03:34:20,67.58,45.05,112.64,857915,8579150,6511409
2,16,0000,2024-03-03 00:00,2025-02-05 03:31:31,2025-02-05 03:34:20,100.03,66.69,166.71,1239053,12390530,19534227
2,17,0001,2024-03-07 00:00,2025-02-05 03:34:22,2025-02-05 03:34:37,8.40,5.60,13.99,40935,409350,6524053
2,17,0002,2024-03-07 00:00,2025-02-05 03:34:37,2025-02-05 03:35:16,23.11,15.41,38.52,340076,3400760,6524053
2,17,0003,2024-03-07 00:00,2025-02-05 03:35:17,2025-02-05 03:37:11,68.12,45.41,113.53,857509,8575090,6524053
2,17,0000,2024-03-07 00:00,2025-02-05 03:34:22,2025-02-05 03:37:11,99.63,66.42,166.05,1238520,12385200,19572159
2,18,0001,2024-03-11 00:00,2025-02-05 03:37:13,2025-02-05 03:37:28,8.35,5.57,13.92,40930,409300,6536697
2,18,0002,2024-03-11 00:00,2025-02-05 03:37:28,2025-02-05 03:38:06,22.09,14.73,36.82,339930,3399300,6536697
2,18,0003,2024-03-11 00:00,2025-02-05 03:38:06,2025-02-05 03:39:59,66.96,44.64,111.60,857056,8570560,6536697
2,18,0000,2024-03-11 00:00,2025-02-05 03:37:13,2025-02-05 03:39:59,97.40,64.94,162.34,1237916,12379160,19610091
2,19,0001,2024-03-15 00:00,2025-02-05 03:40:00,2025-02-05 03:40:14,7.54,5.02,12.56,40920,409200,6549341
2,19,0002,2024-03-15 00:00,2025-02-05 03:40:14,2025-02-05 03:40:51,21.83,14.55,36.38,339823,3398230,6549341
2,19,0003,2024-03-15 00:00,2025-02-05 03:40:52,2025-02-05 03:42:50,70.54,47.03,117.57,856647,8566470,6549341
